id,mrn_id,product_name,category,product_type,country,color,height,width,length,weight,uom,cft,purchase_amount_per_uom,purchase_amount_per_uom_in_vendor_currency,amount_in_vendor_currency,amount,total_expense,total_amount,barcode,status,po_number,po_product_id,total_quantity,created_by,created_date,last_modified_by,last_modified_date,branch_id,org_id,maker_id,checker_id,entity_name,handler_name,checkers_approved_count,revision,active,entity_id,product_code,country_code,color_code,container_no,customs_duty,clearing_charges,ocean_fright,transportation_charges,container_damage_charges,other_charges,block_number,hsn_code,total_purchase_account_amount,sgst_amount,cgst_amount,igst_amount,total_raw_material_amount_without_tax,po_number_from_mrn,vendor_name,broker_name,vendor_currency,port_of_shipment,country_of_shipment,port_of_discharge,mrn_created_date,currency,volume,density,area,weight_x_vendor_price,price_per_cft,purchase_month,purchase_quarter,predicted_landed_cost,actual_landed_cost,residual,absolute_residual,residual_pct,is_cost_anomaly
50,4,shell beige,,,turkey,beige,170.0,185.0,300.0,27.96,ton,9.44,17375.04,205.0,5731.8,485806.18,,833380.99,RRM 267/SHE-BEI/TR/BGE,INITIATED,,5,0.0,,2025-07-13 11:47:02.688117,,2025-07-14 13:13:22.869745,,,,,,,0,1,False,,SHE-BEI,TR,BGE,TDTU6738602,279465.49,47214.32,,20895.0,,,RRM 267,6802,,,,,485806.18,1.0,blue eye stone ltd,unknown,usd,jebel ali,turkey,tuticorin,2025-07-13 11:47:02.666946,USD,9435000.0,2.9634340222575516e-06,55500.0,5731.8,21.716101694915256,7,3,839099.701276147,833380.99,-5718.711276147049,5718.711276147049,0.006815294139003662,0
537,191,moon cream,,,turkey,exotic,170.0,155.0,245.0,15.35,SQF,6.46,12847.5,150.0,2302.5,197209.14,,377302.23,RRM 81/MOON/EXT,INITIATED,,410,0.0,,2026-01-07 11:56:50.023208,,2026-01-13 15:19:53.260174,,,,,,,0,1,False,,MOON,,EXT,MSMU3028646,158388.91,10995.93,,10708.25,,,RRM 81,6802,,,,,197209.14,41.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 11:56:49.912612,USD,6455750.0,2.3777252836618517e-06,37975.0,2302.5,23.21981424148607,1,1,382816.6727657936,377302.23,-5514.442765793647,5514.442765793647,0.014404917962304559,0
425,186,marmo yellow spider,,,unknown,beige,170.0,195.0,290.0,25.23,SQF,9.61,13020.08,150.0,3784.5,328496.54,,636488.7,RRM 155/MARMOYELLOW/BGE,INITIATED,,298,0.0,,2026-01-06 16:56:38.142694,,2026-01-13 15:53:23.876143,,,,,,,0,1,False,,MARMOYELLOW,,BGE,MSMU185954-8,272348.58,18059.58,,17584.0,,,RRM 155,6802,,,,,328496.54,36.0,mi stone madencilik sanayi ve tic ltd sti,mehmet mistone,usd,unknown,unknown,unknown,2026-01-06 16:56:38.091577,USD,9613500.0,2.6244343891402716e-06,56550.0,3784.5,15.608740894901146,1,1,631017.007236891,636488.7,5471.692763108993,5471.692763108993,0.008671228667938038,0
52,4,prance beige,,,turkey,beige,170.0,185.0,300.0,26.04,ton,9.44,16951.26,200.0,5208.0,441410.83,,757200.5,RRM 269/PRA-BEI/TR/BGE,INITIATED,,7,0.0,,2025-07-13 11:47:02.693379,,2025-07-14 13:13:22.870674,,,,,,,0,1,False,,PRA-BEI,TR,BGE,TCLU9974560,253926.56,42884.36,,18978.75,,,RRM 269,6802,,,,,441410.83,1.0,blue eye stone ltd,unknown,usd,jebel ali,turkey,tuticorin,2025-07-13 11:47:02.666946,USD,9435000.0,2.7599364069952304e-06,55500.0,5208.0,21.186440677966104,7,3,762665.5935959134,757200.5,-5465.0935959133785,5465.0935959133785,0.007165779657301512,0
88,6,coco beige,,,turkey,beige,170.0,170.0,310.0,23.87,ton,8.96,17421.16,204.0,4869.48,415843.02,,710672.1,RRM 260/COC-BEI/TR/BGE,IN_PRODUCTION,,43,0.0,,2025-07-14 16:45:34.861309,,2025-09-23 15:20:49.665268,,,,,,,0,1,False,,COC-BEI,TR,BGE,SGCU1660120,237603.5,39662.58,,17563.0,,,RRM 260,6802,,,,,415843.02,3.0,blue eye stone ltd,unknown,usd,jebel ali,turkey,tuticorin,2025-07-14 16:45:34.817663,USD,8959000.0,2.6643598615916955e-06,52700.0,4869.4800000000005,22.767857142857142,7,3,705222.249050538,710672.1,5449.850949461921,5449.850949461921,0.007727848854455768,0
318,56,bresia arora,,,italy,beige,180.0,180.0,300.0,24.8,ton,9.72,17140.25,185.0,4588.0,425078.2,,898811.49,RRM 228 B/BRE-ARO/IT/BGE,INITIATED,,186,0.0,,2025-08-06 09:39:40.996144,,2025-08-10 11:10:48.826849,,,,,,,0,1,False,,BRE-ARO,IT,BGE,MEDU6236790,302015.95,17676.29,123131.47,13645.8,,17263.78,RRM 228 B,6802,,,,,425078.2,27.0,zayed marmo srl,unknown,eur,venezia,italy,tuticorin,2025-08-06 09:39:40.983105,EUR,9720000.0,2.551440329218107e-06,54000.0,4588.0,19.032921810699587,8,3,893376.4592471259,898811.49,5435.030752874096,5435.030752874096,0.006083695956634399,0
437,186,otaman beige,,,unknown,beige,160.0,175.0,180.0,13.25,SQF,5.04,13020.08,150.0,1987.5,172516.02,,334274.81,RRM 176/OTAMAN BEIGE/BGE,INITIATED,,310,0.0,,2026-01-06 16:56:38.164006,,2026-01-13 15:53:23.878164,,,,,,,0,1,False,,OTAMAN BEIGE,,BGE,MSMU228956-3,143028.88,9489.91,,9240.0,,,RRM 176,6802,,,,,172516.02,36.0,mi stone madencilik sanayi ve tic ltd sti,mehmet mistone,usd,unknown,unknown,unknown,2026-01-06 16:56:38.091577,USD,5040000.0,2.628968253968254e-06,31500.0,1987.5,29.761904761904763,1,1,328857.1377117684,334274.81,5417.67228823161,5417.67228823161,0.01647424266332941,0
146,10,paris gold grey,,,turkey,grey,90.0,205.0,300.0,15.21,ton,5.54,13149.59,150.0,2281.5,200005.2,,480306.39,RRM 134/PAR-GOLD-GRE/TR/GRY,INITIATED,,101,0.0,,2025-07-16 09:49:44.511967,,2025-07-17 08:52:22.159084,,,,,,,0,1,False,,PAR-GOLD-GRE,TR,GRY,MSDU137958-4,158277.14,11216.91,83351.04,10669.75,,16786.35,RRM 134,6802,,,,,200005.2,7.0,mi stone madencilik sanayi ve tic ltd sti,unknown,usd,izmir,turkey,tuticorin,2025-07-16 09:49:44.501662,USD,5535000.0,2.747967479674797e-06,61500.0,2281.5,27.075812274368232,7,3,474956.4565135486,480306.39,5349.933486451395,5349.933486451395,0.011264050447325128,0
529,191,vanila grey,,,turkey,grey,160.0,105.0,295.0,13.94,SQF,4.96,12847.5,150.0,2091.0,179094.16,,342683.76,RRM 66/VANILA/GRY,INITIATED,,402,0.0,,2026-01-07 11:56:50.006785,,2026-01-13 15:19:53.256279,,,,,,,0,1,False,,VANILA,,GRY,TCKU3852505,143839.83,10005.77,,9744.0,,,RRM 66,6802,,,,,179094.16,41.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 11:56:49.912612,USD,4956000.0,2.8127522195318803e-06,30975.0,2091.0,30.241935483870968,1,1,337357.4810514674,342683.76,5326.278948532592,5326.278948532592,0.0157882342846875,0
314,51,botochino,,,italy,beige,180.0,180.0,310.0,25.5,ton,10.04,16554.6,180.0,4590.0,422142.3,,892883.32,RRM 223/BOT-CHI/IT/BGE,INITIATED,,181,0.0,,2025-08-01 09:28:40.780514,,2025-08-06 09:30:45.947073,,,,,,,0,1,False,,BOT-CHI,IT,BGE,HLXU1264606,302288.8,17517.39,119929.01,16730.0,,14275.82,RRM 223,6802,,,,,422142.3,26.0,zayed marmo srl,unknown,eur,venezia,italy,tuticorin,2025-08-01 09:28:40.719993,EUR,10044000.0,2.5388291517323774e-06,55800.0,4590.0,17.928286852589643,8,3,898034.6965104823,892883.32,-5151.376510482398,5151.376510482398,0.005736277819219281,0
93,7,traonyx,,,turkey,onyx,190.0,180.0,290.0,27.09,ton,9.92,17157.24,200.0,5418.0,464789.68,,787783.49,RRM 193/TRA-ONY/TR/ONY,INITIATED,,48,0.0,,2025-07-15 09:38:45.224182,,2025-07-16 11:47:14.404298,,,,,,,0,1,False,,TRA-ONY,TR,ONY,AWSU1982885,266546.65,37505.16,,18942.0,,,RRM 193,6802,,,,,464789.68,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,9918000.0,2.731397459165154e-06,52200.0,5418.0,20.161290322580644,7,3,792928.4467021191,787783.49,-5144.956702119089,5144.956702119089,0.00648855104583214,0
497,189,rgth2,,,turkey,exotic,160.0,125.0,195.0,11.09,SQF,3.9,17032.59,200.0,2218.0,188891.4,,323208.52,RRM 297/RGTH/EXT,INITIATED,,370,0.0,,2026-01-07 09:57:02.071246,,2026-01-13 15:01:03.770936,,,,,,,0,1,False,,RGTH,,EXT,OOLU1585582,108226.05,17859.07,,8232.0,,,RRM 297,6802,,,,,188891.4,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,3900000.0,2.8435897435897437e-06,24375.0,2218.0,51.282051282051285,1,1,318068.6073804807,323208.52,5139.9126195193385,5139.9126195193385,0.016159760819686494,0
381,183,rohan grey,,,turkey,grey,200.0,190.0,245.0,24.8,SQF,9.31,13300.5,150.0,3720.0,329852.4,,592676.09,RRM 44/ROH-GRE/GRY,INITIATED,,247,0.0,,2026-01-06 11:33:20.862272,,2026-01-06 11:33:20.862272,,,,,,,0,1,False,,ROH-GRE,,GRY,MEDU5352394,262823.69,,,,,,RRM 44,6802,,,,,329852.4,31.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-06 11:33:20.822623,USD,9310000.0,2.6638023630504836e-06,46550.0,3720.0,16.111707841031148,1,1,597779.219830121,592676.09,-5103.129830121063,5103.129830121063,0.008536813694479523,0
62,5,gold black markino,,,turkey,exotic,200.0,135.0,300.0,24.67,ton,8.1,13312.5,150.0,3700.5,328419.37,,801308.96,RRM 6/GOLD-BLA-MAR/TR/EXT,INITIATED,,17,0.0,,2025-07-14 15:17:16.984452,,2025-07-16 09:03:13.124482,,,,,,,0,1,False,,GOLD-BLA-MAR,TR,EXT,MSMU1371661,267496.15,19282.74,154780.33,13986.0,,17344.37,RRM 6,6802,,,,,328419.37,2.0,happy moon stone,unknown,usd,gemlik,turkey,tuticorin,2025-07-14 15:17:16.970845,USD,8100000.0,3.0456790123456792e-06,40500.0,3700.5000000000005,18.51851851851852,7,3,806401.1848920976,801308.96,-5092.224892097642,5092.224892097642,0.006314753732385722,0
570,195,hms 3opc,,,turkey,exotic,150.0,85.0,235.0,8.1,SQF,3.0,15457.09,170.0,1377.0,125202.39,,369359.3,RRM 402/HMS3OPC/EXT,INITIATED,,432,0.0,,2026-01-07 14:05:33.258148,,2026-01-13 12:02:25.916087,,,,,,,0,1,False,,HMS3OPC,,EXT,FCIU6488470,70564.81,15147.64,24710.08,4502.4,,129231.98,RRM 402,6802,,,,,125202.39,43.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 14:05:33.224548,USD,2996250.0,2.7033792240300373e-06,19975.0,1377.0,56.666666666666664,1,1,374401.4145104041,369359.3,-5042.114510404121,5042.114510404121,0.01346713531250296,0
501,189,rgth2,,,turkey,exotic,140.0,160.0,220.0,13.0,SQF,4.93,17032.59,200.0,2600.0,221423.64,,378773.11,RRM 300/RGTH/EXT,INITIATED,,374,0.0,,2026-01-07 09:57:02.078866,,2026-01-13 15:01:03.766203,,,,,,,0,1,False,,RGTH,,EXT,FCIU3426983,126865.52,20865.95,,9618.0,,,RRM 300,6802,,,,,221423.64,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,4928000.0,2.637987012987013e-06,35200.0,2600.0,40.56795131845842,1,1,383815.06583381764,378773.11,-5041.955833817658,5041.955833817658,0.013136419809014737,0
371,183,rohan grey,,,turkey,grey,193.0,182.0,215.0,19.26,SQF,7.55,13300.5,150.0,2889.0,256167.63,,460279.9,RRM 36/ROH-GRE/GRY,INITIATED,,237,0.0,,2026-01-06 11:33:20.844667,,2026-01-06 11:33:20.844667,,,,,,,0,1,False,,ROH-GRE,,GRY,MSMU1417470,204112.27,,,,,,RRM 36,6802,,,,,256167.63,31.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-06 11:33:20.822623,USD,7552090.0,2.550287403884223e-06,39130.0,2889.0000000000005,19.867549668874172,1,1,465315.03277202765,460279.9,-5035.132772027631,5035.132772027631,0.01082091146299694,0
321,56,bresia arora,,,italy,beige,150.0,140.0,210.0,13.6,ton,4.41,17140.25,185.0,2516.0,233107.4,,492911.97,RRM 231/BRE-ARO/IT/BGE,INITIATED,,189,0.0,,2025-08-06 09:39:41.002972,,2025-08-10 11:10:48.828366,,,,,,,0,1,False,,BRE-ARO,IT,BGE,FCIU4231862,165621.65,9695.03,67534.71,7484.4,,9468.78,RRM 231,6802,,,,,233107.4,27.0,zayed marmo srl,unknown,eur,venezia,italy,tuticorin,2025-08-06 09:39:40.983105,EUR,4410000.0,3.0839002267573694e-06,29400.0,2516.0,41.950113378684804,8,3,487877.6338208039,492911.97,5034.336179196078,5034.336179196078,0.010318850117743203,0
428,186,ice grey,,,unknown,beige,160.0,180.0,300.0,23.12,SQF,8.64,13020.08,150.0,3468.0,301024.18,,583288.28,RRM 171/ICE-GRE/BGE,INITIATED,,301,0.0,,2026-01-06 16:56:38.147605,,2026-01-13 15:53:23.876734,,,,,,,0,1,False,,ICE-GRE,,BGE,MSMU227973-4,249571.9,16564.2,,16128.0,,,RRM 171,6802,,,,,301024.18,36.0,mi stone madencilik sanayi ve tic ltd sti,mehmet mistone,usd,unknown,unknown,unknown,2026-01-06 16:56:38.091577,USD,8640000.0,2.675925925925926e-06,54000.0,3468.0,17.36111111111111,1,1,588300.9496715963,583288.28,-5012.669671596261,5012.669671596261,0.008520587421105563,0
155,11,tarsus white,,,greece,white,175.0,180.0,270.0,25.06,ton,8.51,15311.9,170.0,4260.2,383716.21,,847523.3,RRM 241/TAR-WHI/GR/WHT,INITIATED,,109,0.0,,2025-07-17 10:12:21.923271,,2025-07-17 12:16:16.814972,,,,,,,0,1,False,,TAR-WHI,GR,WHT,MRKU9858205,275459.53,19173.41,101342.52,17671.5,,50160.13,RRM 241,6802,,,,,383716.21,8.0,hermes marbles pc,unknown,eur,thessaloniki,greece,tuticorin,2025-07-17 10:12:21.899480,EUR,8505000.0,2.9465020576131687e-06,48600.0,4260.2,19.976498237367803,7,3,842518.5332841089,847523.3,5004.766715891194,5004.766715891194,0.005940245250609244,0
464,187,vera beige,,,turkey,exotic,195.0,120.0,240.0,14.5,SQF,5.62,13272.0,150.0,2175.0,192444.01,,347909.34,RRM 110/VERABEIGE/EXT,INITIATED,,337,0.0,,2026-01-06 17:46:50.257522,,2026-01-06 17:46:50.257522,,,,,,,0,1,False,,VERABEIGE,,EXT,MEDU6135644,155465.33,,,,,,RRM 110,6802,,,,,192444.01,37.0,happy moon stone,raiyan,usd,aliaga,turkey,tuticorin,2026-01-06 17:46:50.204798,USD,5616000.0,2.581908831908832e-06,28800.0,2175.0,26.690391459074732,1,1,342910.2584137435,347909.34,4999.081586256507,4999.081586256507,0.014578396136008243,0
388,184,red chicken,,,spain,exotic,180.0,150.0,200.0,12.0,SQF,5.4,13585.43,150.0,1800.0,163025.17,,311173.28,RRM 244/RED CHICK/EXT,INITIATED,,254,0.0,,2026-01-06 12:04:14.436840,,2026-01-13 15:39:00.943473,,,,,,,0,1,False,,RED CHICK,,EXT,MEDU589367-6,131316.5,8715.11,,8116.5,,,RRM 244,6802,,,,,163025.17,32.0,marcosan sa,hasnain,eur,valencia,spain,tuticorin,2026-01-06 12:04:14.410821,EUR,5400000.0,2.222222222222222e-06,30000.0,1800.0,27.777777777777775,1,1,316150.4123417505,311173.28,-4977.13234175049,4977.13234175049,0.015742925352791686,0
138,8,green kalacatta,,,turkey,exotic,200.0,150.0,275.0,22.5,ton,8.25,12847.5,150.0,3375.0,289068.75,,693789.19,RRM 97/GREE-KALA/TR/EXT,INITIATED,,93,0.0,,2025-07-16 09:38:09.697082,,2025-07-16 12:24:45.912105,,,,,,,0,1,False,,GREE-KALA,TR,EXT,TCKU3690127,232153.0,16599.93,124093.74,16100.0,,15773.77,RRM 97,6802,,,,,289068.75,5.0,happy moon stone,unknown,usd,izmir,turkey,tuticorin,2025-07-16 09:38:09.611545,USD,8250000.0,2.7272727272727272e-06,41250.0,3375.0,18.181818181818183,7,3,698749.7892699586,693789.19,-4960.599269958679,4960.599269958679,0.0070992497545386375,0
450,187,hms 18,,,turkey,exotic,205.0,155.0,300.0,24.92,SQF,9.53,13272.0,150.0,3738.0,330738.25,,597924.17,RRM 9/HMS18/EXT,INITIATED,,323,0.0,,2026-01-06 17:46:50.236179,,2026-01-06 17:46:50.236179,,,,,,,0,1,False,,HMS18,,EXT,TCKU3959638,267185.92,,,,,,RRM 9,6802,,,,,330738.25,37.0,happy moon stone,raiyan,usd,aliaga,turkey,tuticorin,2026-01-06 17:46:50.204798,USD,9532500.0,2.6142145292420667e-06,46500.0,3738.0000000000005,15.739769150052467,1,1,602869.3525419608,597924.17,-4945.182541960734,4945.182541960734,0.008202743299372713,0
459,187,vera beige,,,turkey,exotic,155.0,115.0,270.0,12.37,SQF,4.81,13272.0,150.0,1855.5,164174.65,,296802.66,RRM 100/VERABEIGE/EXT,INITIATED,,332,0.0,,2026-01-06 17:46:50.250546,,2026-01-06 17:46:50.250546,,,,,,,0,1,False,,VERABEIGE,,EXT,MSDU2506446,132628.01,,,,,,RRM 100,6802,,,,,164174.65,37.0,happy moon stone,raiyan,usd,aliaga,turkey,tuticorin,2026-01-06 17:46:50.204798,USD,4812750.0,2.5702560905926964e-06,31050.0,1855.4999999999998,31.18503118503119,1,1,301743.19518508436,296802.66,-4940.535185084387,4940.535185084387,0.016373311027126705,0
131,8,silver grey,,,turkey,grey,203.0,150.0,290.0,23.0,ton,8.83,12847.5,150.0,3450.0,295492.5,,709123.37,RRM 25/SIL-GRE/TR/GRY,INITIATED,,86,0.0,,2025-07-16 09:38:09.670250,,2025-07-16 12:24:45.910175,,,,,,,0,1,False,,SIL-GRE,TR,GRY,FCIU6034760,237311.96,16960.8,126791.43,16450.0,,16116.68,RRM 25,6802,,,,,295492.5,5.0,happy moon stone,unknown,usd,izmir,turkey,tuticorin,2025-07-16 09:38:09.611545,USD,8830500.0,2.604609025536493e-06,43500.0,3450.0,16.987542468856173,7,3,704194.9754009176,709123.37,4928.394599082414,4928.394599082414,0.00699862221578128,0
173,15,statuario white,,,italy,white,95.0,180.0,200.0,18.8,ton,3.42,22173.41,240.0,4512.0,416860.06,,790950.38,RRM 303/STA-WHI/IT/WHT,INITIATED,,134,0.0,,2025-07-17 12:52:04.327691,,2025-07-18 10:04:45.079254,,,,,,,0,1,False,,STA-WHI,IT,WHT,HLXU3565770,283382.45,7408.37,58115.02,9310.0,,15874.48,RRM 303,6802,,,,,416860.06,13.0,zayed marmo srl,unknown,eur,la spezia,italy,tuticorin,2025-07-17 12:52:04.326570,EUR,3420000.0,5.497076023391813e-06,36000.0,4512.0,70.17543859649123,7,3,786023.9062165126,790950.38,4926.473783487454,4926.473783487454,0.006267587721600979,0
372,183,rohan grey,,,turkey,grey,190.0,150.0,235.0,17.44,SQF,6.7,13300.5,150.0,2616.0,231960.72,,416785.12,RRM 37/ROH-GRE/GRY,INITIATED,,238,0.0,,2026-01-06 11:33:20.846807,,2026-01-06 11:33:20.846807,,,,,,,0,1,False,,ROH-GRE,,GRY,SEGU2931526,184824.4,,,,,,RRM 37,6802,,,,,231960.72,31.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-06 11:33:20.822623,USD,6697500.0,2.603956700261292e-06,35250.0,2616.0,22.388059701492537,1,1,421679.43453870056,416785.12,-4894.314538700564,4894.314538700564,0.011606718606172333,0
400,185,crema nova pink,,,turkey,beige,170.0,170.0,310.0,24.86,SQF,8.96,12892.5,150.0,3729.0,320507.57,,625190.77,RRM 120/CRENOV PIN/BGE,INITIATED,,266,0.0,,2026-01-06 12:35:48.718380,,2026-01-13 15:44:50.025966,,,,,,,0,1,False,,CRENOV PIN,,BGE,MSMU2208480,268176.95,18621.25,,17885.0,,,RRM 120,6802,,,,,320507.57,33.0,happy moon stone,raiyan,usd,gemlik,turkey,tuticorin,2026-01-06 12:35:48.672282,USD,8959000.0,2.7748632659895076e-06,52700.0,3729.0,16.741071428571427,1,1,629983.1956396636,625190.77,-4792.42563966359,4792.42563966359,0.007607227736920067,0
186,16,white onix,,,turkey,onyx,90.0,190.0,220.0,10.02,ton,3.76,17750.65,200.0,2004.0,177861.47,,293560.72,RRM 186/WHI-ONY/TR/ONY,INITIATED,,132,0.0,,2025-07-17 14:49:59.999004,,2025-07-18 08:54:25.382597,,,,,,,0,1,False,,WHI-ONY,TR,ONY,FSCU3475924,101007.03,8343.22,,6349.0,,,RRM 186,6802,,,,,177861.47,12.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-17 14:49:59.964074,USD,3762000.0,2.6634768740031897e-06,41800.0,2004.0,53.19148936170213,7,3,298352.6726269076,293560.72,-4791.952626907616,4791.952626907616,0.016061369870482074,0
147,10,paris gold grey,,,turkey,grey,80.0,205.0,260.0,11.71,ton,4.26,13149.59,150.0,1756.5,153981.65,,369842.1,RRM 135/PAR-GOLD-GRE/TR/GRY,INITIATED,,102,0.0,,2025-07-16 09:49:44.517738,,2025-07-17 08:52:22.159492,,,,,,,0,1,False,,PAR-GOLD-GRE,TR,GRY,MSDU137958-4,121855.7,8641.27,64211.88,8219.75,,12931.85,RRM 135,6802,,,,,153981.65,7.0,mi stone madencilik sanayi ve tic ltd sti,unknown,usd,izmir,turkey,tuticorin,2025-07-16 09:49:44.501662,USD,4264000.0,2.74624765478424e-06,53300.0,1756.5000000000002,35.21126760563381,7,3,365053.6577547974,369842.1,4788.442245202605,4788.442245202605,0.013117091538414196,0
415,186,bianco,,,unknown,beige,120.0,145.0,180.0,8.6,SQF,3.13,13020.08,150.0,1290.0,111972.66,,216952.56,RRM 141/BIANCO/BGE,INITIATED,,289,0.0,,2026-01-06 16:56:38.123981,,2026-01-13 15:53:23.873550,,,,,,,0,1,False,,BIANCO,,BGE,MSDU123734-2,92833.84,6154.06,,5992.0,,,RRM 141,6802,,,,,111972.66,36.0,mi stone madencilik sanayi ve tic ltd sti,mehmet mistone,usd,unknown,unknown,unknown,2026-01-06 16:56:38.091577,USD,3132000.0,2.7458492975734354e-06,26100.0,1290.0,47.92332268370607,1,1,221699.90693217027,216952.56,-4747.346932170272,4747.346932170272,0.021413391633144603,0
102,7,black marquina,,,turkey,exotic,160.0,180.0,290.0,23.2,ton,8.35,17157.24,200.0,4640.0,398048.01,,674631.54,RRM 202/BLA-MARQ/TR/EXT,INITIATED,,57,0.0,,2025-07-15 09:38:45.253641,,2025-07-16 11:47:14.407632,,,,,,,0,1,False,,BLA-MARQ,TR,EXT,CLSU2115426,228271.77,32099.76,,16212.0,,,RRM 202,6802,,,,,398048.01,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,8352000.0,2.7777777777777775e-06,52200.0,4640.0,23.952095808383234,7,3,679345.6224190865,674631.54,-4714.0824190864805,4714.0824190864805,0.006939151830109793,0
432,186,baltic grey,,,unknown,beige,180.0,175.0,290.0,22.83,SQF,9.14,13020.08,150.0,3424.5,297248.36,,575927.97,RRM 162/BALTIC GREY/BGE,INITIATED,,305,0.0,,2026-01-06 16:56:38.154163,,2026-01-13 15:53:23.877395,,,,,,,0,1,False,,BALTIC GREY,,BGE,MSNU148960-0,246441.46,16334.15,,15904.0,,,RRM 162,6802,,,,,297248.36,36.0,mi stone madencilik sanayi ve tic ltd sti,mehmet mistone,usd,unknown,unknown,unknown,2026-01-06 16:56:38.091577,USD,9135000.0,2.4991789819376024e-06,50750.0,3424.4999999999995,16.411378555798684,1,1,580629.2512172132,575927.97,-4701.281217213254,4701.281217213254,0.008096872845034303,0
382,183,café amero,,,turkey,exotic,191.0,116.0,273.0,15.78,SQF,6.05,13300.5,150.0,2367.0,209881.89,,377114.06,RRM 46/CAFE-AME/EXT,INITIATED,,248,0.0,,2026-01-06 11:33:20.863564,,2026-01-06 11:33:20.863564,,,,,,,0,1,False,,CAFE-AME,,EXT,BMOU1621370,167232.17,,,,,,RRM 46,6802,,,,,209881.89,31.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-06 11:33:20.822623,USD,6048588.0,2.608873343663017e-06,31668.0,2367.0,24.793388429752067,1,1,381795.11008726386,377114.06,-4681.050087263866,4681.050087263866,0.012260633946291129,0
325,56,bresia arora,,,italy,beige,180.0,180.0,300.0,25.3,ton,9.72,17140.25,185.0,4680.5,433648.33,,916958.9,RRM 228 A/BRE-ARO/IT/BGE,INITIATED,,185,0.0,,2025-08-06 09:39:41.010795,,2025-08-10 11:10:48.830492,,,,,,,0,1,False,,BRE-ARO,IT,BGE,MSDU2326995,308104.98,18035.37,125632.75,13923.0,,17614.47,RRM 228 A,6802,,,,,433648.33,27.0,zayed marmo srl,unknown,eur,venezia,italy,tuticorin,2025-08-06 09:39:40.983105,EUR,9720000.0,2.602880658436214e-06,54000.0,4680.5,19.032921810699587,8,3,912280.9923086246,916958.9,4677.907691375469,4677.907691375469,0.005127704874720149,0
158,12,volacas white,,,greece,white,115.0,150.0,220.0,11.21,ton,3.8,15311.9,170.0,1905.7,171646.4,,375413.86,RRM 237/VOL-CAS-WHI/GR/WHT,COMPLETED,,113,0.0,,2025-07-17 10:58:36.057917,,2025-09-23 14:54:48.533229,,,,,,,0,1,False,,VOL-CAS-WHI,GR,WHT,MSKU500732-2,122377.8,8362.31,43746.49,7628.25,,21652.61,RRM 237,6802,,,,,171646.4,9.0,gmc granite marble chatzopoulos ltd,unknown,eur,thessaloniki,greece,tuticorin,2025-07-17 10:58:36.035003,EUR,3795000.0,2.953886693017128e-06,33000.0,1905.7,44.73684210526316,7,3,370768.73487202724,375413.86,4645.125127972744,4645.125127972744,0.01252836253729979,0
465,187,vera beige,,,turkey,exotic,145.0,135.0,200.0,10.8,SQF,3.92,13272.0,150.0,1620.0,143337.6,,259132.46,RRM 105/VERABEIGE/EXT,INITIATED,,338,0.0,,2026-01-06 17:46:50.258813,,2026-01-06 17:46:50.258813,,,,,,,0,1,False,,VERABEIGE,,EXT,TCLU2918797,115794.86,,,,,,RRM 105,6802,,,,,143337.6,37.0,happy moon stone,raiyan,usd,aliaga,turkey,tuticorin,2026-01-06 17:46:50.204798,USD,3915000.0,2.7586206896551725e-06,27000.0,1620.0,38.26530612244898,1,1,263718.56654016,259132.46,-4586.106540159992,4586.106540159992,0.01739015420994867,0
469,187,vera beige,,,turkey,exotic,155.0,150.0,180.0,11.92,SQF,4.19,13272.0,150.0,1788.0,158202.24,,286005.45,RRM 102A/VERABEIGE/EXT,INITIATED,,342,0.0,,2026-01-06 17:46:50.264703,,2026-01-06 17:46:50.264703,,,,,,,0,1,False,,VERABEIGE,,EXT,TCKU1685477,127803.21,,,,,,RRM 102A,6802,,,,,158202.24,37.0,happy moon stone,raiyan,usd,aliaga,turkey,tuticorin,2026-01-06 17:46:50.204798,USD,4185000.0,2.848267622461171e-06,27000.0,1788.0,35.79952267303102,1,1,290574.321807513,286005.45,-4568.871807513002,4568.871807513002,0.01572359105612776,0
